"Hotel name","Old description","New description"
"Portrait Milano","Portrait Milano: a properly polished city address in Milan, Lombardia, for polished arrivals, swift breakfasts, and a proper base between appointments.","Portrait Milano: an occasion-ready address for the guest who wants the good room, the good breakfast, and no speech about either, with a doorstep made for useful departures. The trip has enough structure to feel effortless."
"Portrait Roma","Portrait Roma: a city stay with properly polished manners—best when location, service, and a good breakfast must behave.","Portrait Roma in Rome, Italy: an occasion-ready address pairing errands turned into entrances with good service and better timing. The trip has enough structure to feel effortless."
"Post Ranch Inn","Post Ranch Inn: a leisure stay for guests who want the setting to carry the itinerary without making a speech.","Post Ranch Inn: Big Sur supplies the address; a polished headquarters for appetite and ambition sets the tone. The value argument is unusually well behaved for this tier."
"Potato Head Suites","Potato Head Suites: a properly polished base in Bali, Bali Province for stepping out, checking in, and letting the city do the rest.","Potato Head Suites: come for a room key that simplifies the map; stay for the basics handled beautifully, arranged with care. The trip has enough structure to feel effortless."
"Pousada Literaria de Paraty","Pousada Literaria de Paraty: a city stay with properly polished manners—best when location, service, and a good breakfast must behave.","Pousada Literaria de Paraty in Paraty, Brazil: an occasion-ready address pairing errands turned into entrances with good service and better timing. The value argument is unusually well behaved for this tier."
"Pousada de Lisboa - Praca do Comercio","Pousada de Lisboa - Praca do Comercio: a properly polished city address in Lisbon, Lisboa, for polished arrivals, swift breakfasts, and a proper base between appointments.","Pousada de Lisboa - Praca do Comercio: Lisbon supplies the address; a polished headquarters for appetite and ambition sets the tone. The value argument is unusually well behaved for this tier."
"Powerscourt Hotel Resort Spa","Powerscourt Hotel Resort Spa: a wellness stay where the luxury is not louder, but better slept, better stretched, and better fed.","Powerscourt Hotel Resort Spa: an active-luxury base for travelers who need the day to work without feeling managed, with fresh air, better tailored. The destination is part of the point, not merely the backdrop."
"Presidente InterContinental Cozumel Resort & Spa","Presidente InterContinental Cozumel Resort & Spa: a wellness stay where the luxury is not louder, but better slept, better stretched, and better fed.","Presidente InterContinental Cozumel Resort & Spa: come for altitude, movement, and a room that forgives both; stay for restorative calm with enough polish to count, arranged with care. The destination is part of the point, not merely the backdrop."
"Prestige at the Palazzo","Prestige at the Palazzo: a properly polished city address in Las Vegas, Nevada, for polished arrivals, swift breakfasts, and a proper base between appointments.","Prestige at the Palazzo in Las Vegas, United States: an occasion-ready address pairing errands turned into entrances with good service and better timing. The value argument is unusually well behaved for this tier."
"Primland","Primland: a warm and personal base in Meadows of Dan, Virginia for stepping out, checking in, and letting the city do the rest.","Primland: an occasion-ready address for people who need the morning to behave and the evening to improve, with a doorstep made for useful departures. The basics have been properly attended to."
"Prince Waikiki","Prince Waikiki: a design-forward city address in Honolulu, Hawaii, for polished arrivals, swift breakfasts, and a proper base between appointments.","Prince Waikiki: an occasion-ready address for people who need the morning to behave and the evening to improve, with a doorstep made for useful departures. The basics have been properly attended to."
"Prince de Galles","Prince de Galles: a city stay with properly polished manners—best when location, service, and a good breakfast must behave.","Prince de Galles in Paris, France: an occasion-ready address pairing errands turned into entrances with good service and better timing. The value argument is unusually well behaved for this tier."
"Prince de Galles, a Luxury Collection Hotel, Paris","Prince de Galles, a Luxury Collection Hotel, Paris: a city stay with properly polished manners—best when location, service, and a good breakfast must behave.","Prince de Galles, a Luxury Collection Hotel, Paris: an occasion-ready address for people who need the morning to behave and the evening to improve, with a doorstep made for useful departures. The value argument is unusually well behaved for this tier."
"Principe Forte dei Marmi","Principe Forte dei Marmi: a properly polished base in Forte Dei Marmi, Toscana for stepping out, checking in, and letting the city do the rest.","Principe Forte dei Marmi treats Forte Dei Marmi, Italy as a proper setting: the city close enough to behave, plus luxury with its collar straight. The trip has enough structure to feel effortless."
"Principe Forte del Marmi","Principe Forte del Marmi: a properly polished city address in Forte dei Marmi, Tuscany, for polished arrivals, swift breakfasts, and a proper base between appointments.","Principe Forte del Marmi: come for a room key that simplifies the map; stay for the basics handled beautifully, arranged with care. The value argument is unusually well behaved for this tier."
"Pudong Shangri-La, Shanghai","Pudong Shangri-La, Shanghai: a properly polished base in Shanghai, Shanghai Municipality for stepping out, checking in, and letting the city do the rest.","Pudong Shangri-La, Shanghai: come for a room key that simplifies the map; stay for the basics handled beautifully, arranged with care. The value argument is unusually well behaved for this tier."
"Puente Romano Beach Resort","Puente Romano Beach Resort: a sand-and-sun refuge where the agenda can be reduced, mercifully, to terrace, water, dinner.","Puente Romano Beach Resort: Marbella supplies the address; the happy arithmetic of towel, view, and dinner sets the tone. The trip has enough structure to feel effortless."
"Pulitzer Amsterdam","Pulitzer Amsterdam: a city stay with properly polished manners—best when location, service, and a good breakfast must behave.","Pulitzer Amsterdam treats Amsterdam, Netherlands as a proper setting: the city close enough to behave, plus luxury with its collar straight. The value argument is unusually well behaved for this tier."
"Punta Tragara","Punta Tragara: a properly polished city address in Capri, Campania, for polished arrivals, swift breakfasts, and a proper base between appointments.","Punta Tragara: come for a room key that simplifies the map; stay for the basics handled beautifully, arranged with care. The value argument is unusually well behaved for this tier."
